adhesome_gene,lncRNA,corr,condition
SH3BP1,UCA1,0.30309351,GTEx
TRIOBP,UCA1,-0.015151903,GTEx
CSNK1E,UCA1,0.149982759,GTEx
PARVB,UCA1,-0.137128286,GTEx
SH3KBP1,UCA1,0.072536966,GTEx
SMPX,UCA1,-0.048969617,GTEx
MSN,UCA1,-0.099907259,GTEx
ARHGEF6,UCA1,-0.166609128,GTEx
FLNA,UCA1,0.05762223,GTEx
AJAP1,XIST,0.222397384,GTEx
FBLIM1,XIST,0.455231897,GTEx
CDC42,XIST,0.375753092,GTEx
ASAP3,XIST,0.491878341,GTEx
SLC9A1,XIST,0.377813923,GTEx
WASF2,XIST,0.495126553,GTEx
EPB41,XIST,0.222861285,GTEx
PTPRU,XIST,0.49661211,GTEx
FABP3,XIST,0.078271575,GTEx
MACF1,XIST,0.519554837,GTEx
PTPRF,XIST,0.324475398,GTEx
TSPAN1,XIST,0.246906635,GTEx
ITGB3BP,XIST,0.639128989,GTEx
NEXN,XIST,0.301640199,GTEx
SSX2IP,XIST,0.267370743,GTEx
BCAR3,XIST,0.452127336,GTEx
VAV3,XIST,0.052836425,GTEx
RAP1A,XIST,0.391766573,GTEx
CAPZA1,XIST,0.264135106,GTEx
ITGA10,XIST,0.444327721,GTEx
HAX1,XIST,0.465241904,GTEx
SHC1,XIST,0.561460507,GTEx
ARHGEF2,XIST,0.400800644,GTEx
CSRP1,XIST,0.370419335,GTEx
PTPN14,XIST,0.489499002,GTEx
CAPN2,XIST,0.548106909,GTEx
ENAH,XIST,0.486290806,GTEx
ARF1,XIST,0.506310982,GTEx
RHOU,XIST,0.277891059,GTEx
ACP1,XIST,0.575024676,GTEx
ASAP2,XIST,0.634221095,GTEx
ITGB1BP1,XIST,0.396814294,GTEx
SDC1,XIST,0.237487781,GTEx
SOS1,XIST,0.692046812,GTEx
SPTBN1,XIST,0.396270281,GTEx
CTNNA2,XIST,0.068925263,GTEx
FHL2,XIST,0.46217893,GTEx
NCK2,XIST,0.429674006,GTEx
LIMS1,XIST,0.461201625,GTEx
ACTR3,XIST,0.314614017,GTEx
LIMS2,XIST,0.368749361,GTEx
PKP4,XIST,0.327223125,GTEx
ITGB6,XIST,-0.025230702,GTEx
ITGA6,XIST,0.272969271,GTEx
ITGA4,XIST,0.377934193,GTEx
ITGAV,XIST,0.580760962,GTEx
CASP8,XIST,0.321607554,GTEx
ABI2,XIST,0.489593558,GTEx
NRP2,XIST,0.465162096,GTEx
TNS1,XIST,0.400503604,GTEx
ARPC2,XIST,0.217134223,GTEx
IRS1,XIST,0.56082954,GTEx
INPP5D,XIST,0.31193489,GTEx
ILKAP,XIST,0.655488386,GTEx
ANKRD28,XIST,0.529703657,GTEx
ITGA9,XIST,0.404026571,GTEx
CTNNB1,XIST,0.710545212,GTEx
RHOA,XIST,0.439099082,GTEx
PPM1M,XIST,0.499075338,GTEx
NISCH,XIST,0.668483765,GTEx
PRKCD,XIST,0.223846027,GTEx
FLNB,XIST,0.625790561,GTEx
MAGI1,XIST,0.486874638,GTEx
CD47,XIST,0.594398476,GTEx
ITGB5,XIST,0.394611286,GTEx
HEG1,XIST,0.482197079,GTEx
PLD1,XIST,0.298263391,GTEx
ECT2,XIST,0.284070935,GTEx
PIK3CA,XIST,0.628230533,GTEx
LPP,XIST,0.463985668,GTEx
DLG1,XIST,0.458985574,GTEx
ADD1,XIST,0.600485697,GTEx
SHROOM3,XIST,0.393278961,GTEx
ARHGAP24,XIST,0.425922889,GTEx
GAB1,XIST,0.477350649,GTEx
RAPGEF2,XIST,0.567225556,GTEx
PALLD,XIST,0.391492331,GTEx
CASP3,XIST,0.316314936,GTEx
SORBS2,XIST,0.318139409,GTEx
FAT1,XIST,0.523589718,GTEx
EXOC3,XIST,0.575322325,GTEx
CTNND2,XIST,0.191169896,GTEx
TRIO,XIST,0.654143408,GTEx
CDH18,XIST,-0.029112853,GTEx
CDH12,XIST,-0.099549472,GTEx
CDH10,XIST,0.082027143,GTEx
CDH9,XIST,-0.120471724,GTEx
CDH6,XIST,0.265138376,GTEx
PDZD2,XIST,0.113811319,GTEx
ITGA1,XIST,0.399023191,GTEx
ITGA2,XIST,0.305400112,GTEx
PDE4D,XIST,0.321922282,GTEx
RASA1,XIST,0.730017296,GTEx
FER,XIST,0.726643805,GTEx
PPP2CA,XIST,0.276349303,GTEx
CTNNA1,XIST,0.535849735,GTEx
DIAPH1,XIST,0.235400346,GTEx
ARHGAP26,XIST,0.207555642,GTEx
DBN1,XIST,0.468303067,GTEx
NEDD9,XIST,0.362342215,GTEx
RNF5,XIST,0.45993344,GTEx
DEF6,XIST,0.202409702,GTEx
CD2AP,XIST,0.506571745,GTEx
MYO6,XIST,0.338337508,GTEx
FYN,XIST,0.222772597,GTEx
MARCKS,XIST,0.221659664,GTEx
PTPRK,XIST,0.488569596,GTEx
EZR,XIST,0.204839037,GTEx
GNA12,XIST,0.40124043,GTEx
ACTB,XIST,0.370149363,GTEx
FSCN1,XIST,0.232594649,GTEx
RAC1,XIST,0.315406616,GTEx
ITGB8,XIST,0.188267983,GTEx
ELMO1,XIST,0.098822807,GTEx
EGFR,XIST,0.447262272,GTEx
LIMK1,XIST,0.239058061,GTEx
HSPB1,XIST,0.230615026,GTEx
PTPN12,XIST,0.535973615,GTEx
KRIT1,XIST,0.779859126,GTEx
TRIP6,XIST,0.632416265,GTEx
CBLL1,XIST,0.556292588,GTEx
TES,XIST,0.384101663,GTEx
CAV1,XIST,0.466339411,GTEx
MET,XIST,0.39327227,GTEx
WASL,XIST,0.573186388,GTEx
ZYX,XIST,0.377432756,GTEx
KCNH2,XIST,-0.067121455,GTEx
DLC1,XIST,0.469090729,GTEx
SORBS3,XIST,0.586058486,GTEx
PTK2B,XIST,0.051975834,GTEx
ADAM9,XIST,0.467113539,GTEx
LYN,XIST,0.305282058,GTEx
SDCBP,XIST,0.298778613,GTEx
PABPC1,XIST,0.441336016,GTEx
PTK2,XIST,0.501144838,GTEx
SCRIB,XIST,0.448339355,GTEx
PLEC,XIST,0.462676368,GTEx
SHARPIN,XIST,0.475110625,GTEx
TESK1,XIST,0.450624277,GTEx
TLN1,XIST,0.470654557,GTEx
TJP2,XIST,0.461467184,GTEx
OSTF1,XIST,0.179863447,GTEx
SYK,XIST,0.147180825,GTEx
SPTLC1,XIST,0.603177405,GTEx
CORO2A,XIST,0.076133143,GTEx
ENG,XIST,0.469526931,GTEx
ABL1,XIST,0.622701034,GTEx
RAPGEF1,XIST,0.286660741,GTEx
VAV2,XIST,0.52419834,GTEx
ITGA8,XIST,0.344884487,GTEx
VIM,XIST,0.487530503,GTEx
ARHGAP21,XIST,0.406799882,GTEx
ABI1,XIST,0.336773354,GTEx
MPP7,XIST,0.272723482,GTEx
SVIL,XIST,0.402708208,GTEx
ARHGAP12,XIST,0.601567038,GTEx
ITGB1,XIST,0.454355994,GTEx
NRP1,XIST,0.540659163,GTEx
PARD3,XIST,0.443505311,GTEx
MAPK8,XIST,0.683566006,GTEx
ANK3,XIST,0.065986613,GTEx
CTNNA3,XIST,0.012239051,GTEx
VCL,XIST,0.443674425,GTEx
DLG5,XIST,0.583763223,GTEx
LDB3,XIST,0.217871805,GTEx
PTEN,XIST,0.475077295,GTEx
SORBS1,XIST,0.14625071,GTEx
ADAM12,XIST,0.205532636,GTEx
DOCK1,XIST,0.584204913,GTEx
HRAS,XIST,0.135971359,GTEx
CD151,XIST,0.454928224,GTEx
ILK,XIST,0.530168255,GTEx
PARVA,XIST,0.524834985,GTEx
PLEKHA7,XIST,0.367159773,GTEx
PTPRJ,XIST,0.207878562,GTEx
CTNND1,XIST,0.538122342,GTEx
LPXN,XIST,0.432805488,GTEx
SLC3A2,XIST,0.419356433,GTEx
FERMT3,XIST,0.283961255,GTEx
CAPN1,XIST,0.443320036,GTEx
CFL1,XIST,0.17974399,GTEx
CORO1B,XIST,0.539867701,GTEx
PPFIA1,XIST,0.629241453,GTEx
CTTN,XIST,0.629178833,GTEx
INPPL1,XIST,0.654698989,GTEx
MYO7A,XIST,0.312888605,GTEx
PAK1,XIST,0.290465274,GTEx
RDX,XIST,0.474141309,GTEx
LAYN,XIST,0.556645494,GTEx
CBL,XIST,0.46526664,GTEx
THY1,XIST,0.234276298,GTEx
ARHGEF12,XIST,0.587042437,GTEx
ARHGAP32,XIST,0.327481509,GTEx
PTPN6,XIST,0.209270395,GTEx
PTPRO,XIST,0.168445913,GTEx
TUBA1B,XIST,0.3082029,GTEx
RACGAP1,XIST,0.174199426,GTEx
LIMA1,XIST,0.577662082,GTEx
ITGB7,XIST,0.256648074,GTEx
ITGA5,XIST,0.363205432,GTEx
ITGA7,XIST,0.271600715,GTEx
LRP1,XIST,0.58561291,GTEx
AGAP2,XIST,-0.065514369,GTEx
LIN7A,XIST,0.334492475,GTEx
VEZT,XIST,0.676889216,GTEx
SSH1,XIST,0.560859942,GTEx
TRPV4,XIST,0.296093207,GTEx
GIT2,XIST,0.525672024,GTEx
PTPN11,XIST,0.285020891,GTEx
PXN,XIST,0.444689574,GTEx
CLIP1,XIST,0.356042015,GTEx
STARD13,XIST,0.565085198,GTEx
TRPC4,XIST,0.308733799,GTEx
LMO7,XIST,0.263024848,GTEx
ARHGEF7,XIST,0.546078839,GTEx
MMP14,XIST,0.489898158,GTEx
CDH24,XIST,0.484236015,GTEx
PRKD1,XIST,0.570421336,GTEx
ARHGAP5,XIST,0.546015104,GTEx
ARF6,XIST,0.297112024,GTEx
FERMT2,XIST,0.49460398,GTEx
KTN1,XIST,0.517859684,GTEx
AKAP5,XIST,0.340425714,GTEx
HSPA2,XIST,0.055311782,GTEx
ACTN1,XIST,0.321253934,GTEx
PSEN1,XIST,0.328016388,GTEx
NUMB,XIST,0.582467325,GTEx
DYNC1H1,XIST,0.483358584,GTEx
ZFYVE21,XIST,0.489756831,GTEx
AKT1,XIST,0.54884898,GTEx
TJP1,XIST,0.485622688,GTEx
TRPM7,XIST,0.744186557,GTEx
CGNL1,XIST,0.387680949,GTEx
ADAM10,XIST,0.564695594,GTEx
ITGA11,XIST,0.360897141,GTEx
CSK,XIST,0.272569878,GTEx
PEAK1,XIST,0.551462291,GTEx
CIB2,XIST,0.181764391,GTEx
CIB1,XIST,0.300368586,GTEx
IQGAP1,XIST,0.486070632,GTEx
SYNM,XIST,0.108206493,GTEx
MAPK8IP3,XIST,0.435380079,GTEx
PKD1,XIST,0.472110714,GTEx
PDPK1,XIST,0.500720273,GTEx
NUDT16L1,XIST,0.291023213,GTEx
SH2B1,XIST,0.664060451,GTEx
ITGAL,XIST,0.257083771,GTEx
ITGAM,XIST,0.273589508,GTEx
ITGAX,XIST,0.185023416,GTEx
ITGAD,XIST,0.114492648,GTEx
TGFB1I1,XIST,0.516630753,GTEx
CDH8,XIST,0.202626037,GTEx
CDH11,XIST,0.471804987,GTEx
CDH5,XIST,0.405660305,GTEx
CDH3,XIST,0.164967355,GTEx
CDH1,XIST,0.144036813,GTEx
BCAR1,XIST,0.433460091,GTEx
CDH15,XIST,0.234949076,GTEx
CRK,XIST,0.516519235,GTEx
ITGAE,XIST,0.382029467,GTEx
PFN1,XIST,0.245392166,GTEx
NDEL1,XIST,0.333619653,GTEx
MYH10,XIST,0.497246151,GTEx
GIT1,XIST,0.210383749,GTEx
SRCIN1,XIST,0.048455224,GTEx
LASP1,XIST,0.399669894,GTEx
GRB7,XIST,0.246243519,GTEx
WIPF2,XIST,0.379139287,GTEx
JUP,XIST,0.404757617,GTEx
STAT3,XIST,0.43927459,GTEx
ITGB3,XIST,0.419375382,GTEx
ABI3,XIST,0.301446964,GTEx
ITGA3,XIST,0.553964103,GTEx
NME1,XIST,0.107103157,GTEx
PRKCA,XIST,0.209273324,GTEx
GRB2,XIST,0.313594733,GTEx
ITGB4,XIST,0.186021072,GTEx
SLC16A3,XIST,0.246056259,GTEx
MYOM1,XIST,0.200615566,GTEx
PTPRM,XIST,0.512270175,GTEx
PTPN2,XIST,0.573185086,GTEx
ROCK1,XIST,0.60981872,GTEx
CDH2,XIST,0.022369506,GTEx
CDH20,XIST,0.1731319,GTEx
CDH7,XIST,0.006636294,GTEx
CDH19,XIST,0.096685295,GTEx
PIP5K1C,XIST,0.447233191,GTEx
VAV1,XIST,0.192099509,GTEx
INSR,XIST,0.459791392,GTEx
RAVER1,XIST,0.602529407,GTEx
KEAP1,XIST,0.392709071,GTEx
DNM2,XIST,0.298591359,GTEx
CALR,XIST,0.490787602,GTEx
PRKACA,XIST,0.206559518,GTEx
SIPA1L3,XIST,0.374828167,GTEx
ACTN4,XIST,0.514841586,GTEx
CEACAM1,XIST,0.175095011,GTEx
PLAUR,XIST,0.355857958,GTEx
PVR,XIST,0.55067984,GTEx
VASP,XIST,0.319539405,GTEx
ARHGAP35,XIST,0.410594494,GTEx
CYTH2,XIST,0.504071432,GTEx
PTPRH,XIST,0.153657353,GTEx
CSNK2A1,XIST,0.561031953,GTEx
SIRPA,XIST,-0.025461391,GTEx
PTPRA,XIST,0.430608462,GTEx
PRNP,XIST,0.354137544,GTEx
FERMT1,XIST,0.272569148,GTEx
SRC,XIST,0.536392248,GTEx
PLCG1,XIST,0.687480983,GTEx
PTPRT,XIST,-0.045022477,GTEx
SDC4,XIST,0.258387808,GTEx
CDH22,XIST,0.004751706,GTEx
PTPN1,XIST,0.463855902,GTEx
CASS4,XIST,0.234439977,GTEx
CDH4,XIST,0.181999798,GTEx
TIAM1,XIST,0.119034862,GTEx
ITGB2,XIST,0.239877521,GTEx
ARVCF,XIST,0.437735967,GTEx
CRKL,XIST,0.400985311,GTEx
MAPK1,XIST,0.342309352,GTEx
PPM1F,XIST,0.442525991,GTEx
NF2,XIST,0.22488692,GTEx
RNF185,XIST,0.594568351,GTEx
MYH9,XIST,0.524149565,GTEx
SH3BP1,XIST,0.202649343,GTEx
TRIOBP,XIST,0.572478895,GTEx
CSNK1E,XIST,0.645874442,GTEx
PARVB,XIST,0.142883785,GTEx
SH3KBP1,XIST,0.138386675,GTEx
SMPX,XIST,0.059461686,GTEx
MSN,XIST,0.418352978,GTEx
ARHGEF6,XIST,0.282040625,GTEx
FLNA,XIST,0.4543953,GTEx
ITGA8,PCAT1,0.011674989,TCGA
ITGA9,PCAT1,0.040797238,TCGA
ITGA1,PCAT1,0.017556391,TCGA
ITGA2,PCAT1,0.002277074,TCGA
ITGA3,PCAT1,0.098168907,TCGA
ITGA4,PCAT1,0.071388045,TCGA
ITGA5,PCAT1,0.053480341,TCGA
ITGA6,PCAT1,0.064496069,TCGA
ITGA7,PCAT1,-0.061489509,TCGA
ITGAX,PCAT1,0.068015225,TCGA
ITGAV,PCAT1,-0.036951124,TCGA
ITGAL,PCAT1,0.093610102,TCGA
ITGAM,PCAT1,-0.000188625,TCGA
ITGAD,PCAT1,0.08184484,TCGA
ITGAE,PCAT1,0.01219926,TCGA
PTPN12,PCAT1,0.152469212,TCGA
PTPN11,PCAT1,-0.122318285,TCGA
PTPN14,PCAT1,0.241407049,TCGA
SH3KBP1,PCAT1,0.007752096,TCGA
SORBS1,PCAT1,-0.070898877,TCGA
SORBS3,PCAT1,-0.083874739,TCGA
SORBS2,PCAT1,-0.03090992,TCGA
ADAM10,PCAT1,0.077659657,TCGA
ADAM12,PCAT1,0.092102427,TCGA
NDEL1,PCAT1,0.019726522,TCGA
ABI2,PCAT1,-0.016835183,TCGA
ABI3,PCAT1,0.031732875,TCGA
ABI1,PCAT1,0.087667565,TCGA
SRCIN1,PCAT1,-0.054220799,TCGA
RASA1,PCAT1,-0.062960516,TCGA
ACTN4,PCAT1,0.192529699,TCGA
EZR,PCAT1,0.09854726,TCGA
SIPA1L3,PCAT1,0.210470283,TCGA
PPFIA1,PCAT1,0.071561043,TCGA
RAPGEF1,PCAT1,-0.061587488,TCGA
RAPGEF2,PCAT1,-0.108078995,TCGA
TUBA1B,PCAT1,0.000368309,TCGA
CALR,PCAT1,0.149260783,TCGA
PFN1,PCAT1,0.197536246,TCGA
SSX2IP,PCAT1,0.067894052,TCGA
CYTH2,PCAT1,0.031017123,TCGA
CDH20,PCAT1,-0.001916308,TCGA
CDH24,PCAT1,0.012902194,TCGA
FAT1,PCAT1,-0.003366955,TCGA
SOS1,PCAT1,0.160831871,TCGA
CBLL1,PCAT1,0.116894476,TCGA
KRIT1,PCAT1,0.121455517,TCGA
SCRIB,PCAT1,0.175287678,TCGA
LYN,PCAT1,0.067528609,TCGA
VAV1,PCAT1,0.083579923,TCGA
VAV3,PCAT1,0.162792059,TCGA
VAV2,PCAT1,-0.090129877,TCGA
FERMT2,PCAT1,-0.066333696,TCGA
FERMT3,PCAT1,0.041855179,TCGA
FERMT1,PCAT1,-0.030257898,TCGA
CRKL,PCAT1,-0.051575557,TCGA
NRP1,PCAT1,0.024548234,TCGA
NRP2,PCAT1,-0.055051642,TCGA
AGAP2,PCAT1,-0.141680741,TCGA
ROCK1,PCAT1,0.057300989,TCGA
PLD1,PCAT1,0.043553797,TCGA
DOCK1,PCAT1,-0.035436534,TCGA
ITGB1,PCAT1,0.065064082,TCGA
ITGB3,PCAT1,0.032717469,TCGA
ITGB2,PCAT1,0.023825409,TCGA
ITGB5,PCAT1,0.114278174,TCGA
ITGB4,PCAT1,0.124983743,TCGA
ITGB7,PCAT1,0.141464754,TCGA
ITGB6,PCAT1,0.117072386,TCGA
ITGB8,PCAT1,0.118531297,TCGA
ITGA10,PCAT1,0.009587348,TCGA
ITGA11,PCAT1,0.109920531,TCGA
LRP1,PCAT1,-0.121448041,TCGA
SIRPA,PCAT1,-0.063354722,TCGA
TGFB1I1,PCAT1,0.05188585,TCGA
SHARPIN,PCAT1,0.274467758,TCGA
CAPZA1,PCAT1,0.188592827,TCGA
LIN7A,PCAT1,-0.090583305,TCGA
PVR,PCAT1,0.043720957,TCGA
MAPK1,PCAT1,-0.022405289,TCGA
MAPK8,PCAT1,0.106549173,TCGA
NEDD9,PCAT1,0.078996081,TCGA
DIAPH1,PCAT1,0.118365768,TCGA
PARD3,PCAT1,0.151472515,TCGA
CDH11,PCAT1,0.011086728,TCGA
CDH10,PCAT1,-0.081532379,TCGA
CDH12,PCAT1,0.037942275,TCGA
CDH15,PCAT1,0.028821967,TCGA
CDH19,PCAT1,-0.036660473,TCGA
CDH18,PCAT1,-0.067914394,TCGA
ABL1,PCAT1,-0.10133928,TCGA
VEZT,PCAT1,0.011353807,TCGA
ADAM9,PCAT1,-0.011309898,TCGA
PRKD1,PCAT1,-0.092031094,TCGA
LAYN,PCAT1,0.065258378,TCGA
HEG1,PCAT1,-0.004429479,TCGA
FHL2,PCAT1,0.125874494,TCGA
FLNA,PCAT1,0.091604829,TCGA
CTNNA1,PCAT1,0.031913829,TCGA
CTNNA2,PCAT1,-0.013328355,TCGA
CTNNA3,PCAT1,-0.045311272,TCGA
SYNM,PCAT1,-0.111091996,TCGA
GAB1,PCAT1,-0.062144441,TCGA
ASAP2,PCAT1,0.04358545,TCGA
ASAP3,PCAT1,-0.004550486,TCGA
ARHGAP21,PCAT1,-0.068148354,TCGA
ARHGAP26,PCAT1,0.070909645,TCGA
ARHGAP24,PCAT1,-0.018474857,TCGA
PKD1,PCAT1,-0.021554273,TCGA
PRKACA,PCAT1,0.02590051,TCGA
GNA12,PCAT1,-0.141994032,TCGA
RAP1A,PCAT1,0.014078255,TCGA
INSR,PCAT1,0.090856696,TCGA
SPTBN1,PCAT1,-0.146669618,TCGA
ACTN1,PCAT1,0.088680244,TCGA
TRIP6,PCAT1,0.099692482,TCGA
CAV1,PCAT1,0.019802217,TCGA
SVIL,PCAT1,0.080807572,TCGA
MET,PCAT1,0.085490484,TCGA
CASS4,PCAT1,0.066933127,TCGA
CDH8,PCAT1,0.051578717,TCGA
HSPB1,PCAT1,0.222631536,TCGA
AJAP1,PCAT1,0.004624971,TCGA
PRNP,PCAT1,-0.065226248,TCGA
PEAK1,PCAT1,-0.005397025,TCGA
LPXN,PCAT1,0.075307744,TCGA
LIMS2,PCAT1,0.01127253,TCGA
LIMS1,PCAT1,0.144098287,TCGA
ARHGEF2,PCAT1,0.052964549,TCGA
CDH2,PCAT1,-0.06762548,TCGA
ACTB,PCAT1,0.13979975,TCGA
STARD13,PCAT1,-0.039452784,TCGA
JUP,PCAT1,0.231207045,TCGA
CTNND2,PCAT1,-0.095877082,TCGA
CTNND1,PCAT1,0.150049264,TCGA
TESK1,PCAT1,0.092763781,TCGA
TRPM7,PCAT1,0.084809272,TCGA
LIMK1,PCAT1,0.026707363,TCGA
FER,PCAT1,-0.13386945,TCGA
MAPK8IP3,PCAT1,-0.017608814,TCGA
DLG1,PCAT1,0.109395371,TCGA
SPTLC1,PCAT1,-0.01145509,TCGA
KCNH2,PCAT1,-0.000677066,TCGA
CIB2,PCAT1,0.003362864,TCGA
CIB1,PCAT1,0.080177062,TCGA
PTPN2,PCAT1,0.235503951,TCGA
PTPN1,PCAT1,0.133314486,TCGA
PTPN6,PCAT1,0.155118299,TCGA
OSTF1,PCAT1,0.0205655,TCGA
DLG5,PCAT1,-0.060197341,TCGA
INPP5D,PCAT1,0.011361875,TCGA
PXN,PCAT1,0.096777807,TCGA
THY1,PCAT1,0.046228065,TCGA
MMP14,PCAT1,0.021429078,TCGA
HRAS,PCAT1,-0.015991541,TCGA
FLNB,PCAT1,0.094303213,TCGA
CDH22,PCAT1,-0.06919893,TCGA
LPP,PCAT1,0.212323962,TCGA
PSEN1,PCAT1,0.056846618,TCGA
NUMB,PCAT1,0.161056414,TCGA
HAX1,PCAT1,0.185064464,TCGA
GIT1,PCAT1,0.028202951,TCGA
GIT2,PCAT1,-0.00234538,TCGA
DEF6,PCAT1,0.110680469,TCGA
RHOU,PCAT1,-0.036711541,TCGA
RHOA,PCAT1,0.021070891,TCGA
CTTN,PCAT1,0.101523966,TCGA
ENG,PCAT1,0.105745014,TCGA
TLN1,PCAT1,0.046849128,TCGA
SDC1,PCAT1,0.087713518,TCGA
SDC4,PCAT1,0.083893552,TCGA
EXOC3,PCAT1,0.063168357,TCGA
ANK3,PCAT1,0.098410555,TCGA
SSH1,PCAT1,0.050331986,TCGA
RAVER1,PCAT1,0.023139645,TCGA
CBL,PCAT1,0.02677698,TCGA
NCK2,PCAT1,0.138770463,TCGA
MPP7,PCAT1,0.187117956,TCGA
CORO2A,PCAT1,0.128237613,TCGA
CSNK2A1,PCAT1,0.165961975,TCGA
ITGB1BP1,PCAT1,0.050561977,TCGA
RAC1,PCAT1,0.127702043,TCGA
VCL,PCAT1,0.151816082,TCGA
ILKAP,PCAT1,-0.010116515,TCGA
DBN1,PCAT1,0.016775035,TCGA
ZFYVE21,PCAT1,-0.002335837,TCGA
PTK2,PCAT1,0.216935503,TCGA
ITGB3BP,PCAT1,0.107507747,TCGA
FBLIM1,PCAT1,0.159028512,TCGA
RNF5,PCAT1,0.125772495,TCGA
ACTR3,PCAT1,0.199864757,TCGA
NUDT16L1,PCAT1,0.053292551,TCGA
NISCH,PCAT1,-0.073521005,TCGA
CRK,PCAT1,0.082097306,TCGA
CSNK1E,PCAT1,-0.010374727,TCGA
SRC,PCAT1,0.052232884,TCGA
TNS1,PCAT1,0.031421686,TCGA
TJP2,PCAT1,-0.058488647,TCGA
TJP1,PCAT1,-0.002161799,TCGA
SLC3A2,PCAT1,0.016385408,TCGA
FSCN1,PCAT1,0.006789727,TCGA
CD151,PCAT1,0.115134466,TCGA
IRS1,PCAT1,0.006464738,TCGA
TRPV4,PCAT1,0.200687987,TCGA
SDCBP,PCAT1,0.041677412,TCGA
ARHGEF12,PCAT1,0.047091577,TCGA
MYOM1,PCAT1,-0.059669153,TCGA
CORO1B,PCAT1,0.113056698,TCGA
WASF2,PCAT1,0.130070007,TCGA
CTNNB1,PCAT1,-0.030741544,TCGA
FABP3,PCAT1,0.090488789,TCGA
MACF1,PCAT1,-0.021103414,TCGA
MSN,PCAT1,0.068009908,TCGA
CDC42,PCAT1,0.164557322,TCGA
TRIO,PCAT1,-0.003825497,TCGA
SLC16A3,PCAT1,0.068200857,TCGA
ARHGAP32,PCAT1,0.071159968,TCGA
ARHGAP35,PCAT1,-0.029007188,TCGA
TES,PCAT1,0.061683233,TCGA
MARCKS,PCAT1,-0.081429648,TCGA
LMO7,PCAT1,0.091424747,TCGA
NME1,PCAT1,0.098861356,TCGA
EPB41,PCAT1,0.106622951,TCGA
TIAM1,PCAT1,-0.026351248,TCGA
PDZD2,PCAT1,0.1053056,TCGA
NF2,PCAT1,0.058273968,TCGA
LASP1,PCAT1,0.054992432,TCGA
TRPC4,PCAT1,-0.0395995,TCGA
DYNC1H1,PCAT1,-0.106424452,TCGA
LIMA1,PCAT1,-0.058801312,TCGA
CASP3,PCAT1,0.014148826,TCGA
CASP8,PCAT1,0.285763268,TCGA
AKT1,PCAT1,0.068696717,TCGA
PKP4,PCAT1,0.181571054,TCGA
ELMO1,PCAT1,-0.030066416,TCGA
SMPX,PCAT1,0.129172367,TCGA
ANKRD28,PCAT1,0.04187865,TCGA
PLCG1,PCAT1,-0.084742844,TCGA
INPPL1,PCAT1,0.129003258,TCGA
EGFR,PCAT1,-0.077098549,TCGA
ARHGEF6,PCAT1,-0.121955383,TCGA
ARHGEF7,PCAT1,-0.013876376,TCGA
CDH9,PCAT1,-0.210955932,TCGA
CDH1,PCAT1,-0.016086936,TCGA
CDH3,PCAT1,0.10867516,TCGA
CDH5,PCAT1,0.007824034,TCGA
CDH4,PCAT1,-0.060813462,TCGA
CDH7,PCAT1,-0.13622648,TCGA
CDH6,PCAT1,0.154393414,TCGA
RACGAP1,PCAT1,0.067849386,TCGA
KEAP1,PCAT1,-0.061802995,TCGA
NEXN,PCAT1,0.073967908,TCGA
ENAH,PCAT1,0.065823109,TCGA
ECT2,PCAT1,0.157955334,TCGA
PLEC,PCAT1,0.160822214,TCGA
MYO7A,PCAT1,-0.019229666,TCGA
CSRP1,PCAT1,0.088775497,TCGA
BCAR1,PCAT1,-0.067193246,TCGA
BCAR3,PCAT1,-0.052245532,TCGA
DNM2,PCAT1,0.075338552,TCGA
CFL1,PCAT1,0.134598652,TCGA
PLAUR,PCAT1,0.108985714,TCGA
AKAP5,PCAT1,-0.072496106,TCGA
SHC1,PCAT1,0.1092968,TCGA
PTEN,PCAT1,0.114599231,TCGA
KTN1,PCAT1,-0.020359555,TCGA
PTPRU,PCAT1,0.145335051,TCGA
PTPRT,PCAT1,-0.015197614,TCGA
PTPRF,PCAT1,0.16129519,TCGA
PTPRA,PCAT1,-0.026981098,TCGA
PTPRO,PCAT1,-0.062925407,TCGA
PTPRM,PCAT1,-0.024165033,TCGA
PTPRK,PCAT1,0.052528821,TCGA
PTPRJ,PCAT1,-0.009636148,TCGA
PTPRH,PCAT1,-0.103681333,TCGA
VIM,PCAT1,0.013972914,TCGA
RDX,PCAT1,-0.06953743,TCGA
WASL,PCAT1,0.012941368,TCGA
PIK3CA,PCAT1,0.109133683,TCGA
ARF1,PCAT1,0.215687951,TCGA
ARF6,PCAT1,0.174075198,TCGA
CLIP1,PCAT1,-0.038353078,TCGA
CD47,PCAT1,0.15538259,TCGA
PAK1,PCAT1,0.141847791,TCGA
FYN,PCAT1,-0.104068835,TCGA
ARHGAP5,PCAT1,0.023668216,TCGA
GRB2,PCAT1,-0.072848942,TCGA
GRB7,PCAT1,0.135719847,TCGA
ACP1,PCAT1,0.151853023,TCGA
PRKCA,PCAT1,-0.120466322,TCGA
PRKCD,PCAT1,0.163953531,TCGA
SYK,PCAT1,0.148355974,TCGA
ILK,PCAT1,0.033382702,TCGA
PLEKHA7,PCAT1,0.114198124,TCGA
MYH10,PCAT1,-0.025948382,TCGA
CGNL1,PCAT1,-0.025700157,TCGA
SLC9A1,PCAT1,0.083991589,TCGA
MYO6,PCAT1,0.089696678,TCGA
