adhesome_gene,corr,tissue
INSR,0.179097209,Thyroid
RAVER1,0.107545324,Thyroid
KEAP1,0.100939594,Thyroid
DNM2,0.222720695,Thyroid
CALR,0.099023574,Thyroid
PRKACA,-0.034666348,Thyroid
SIPA1L3,0.225293348,Thyroid
ACTN4,0.254664526,Thyroid
CEACAM1,-0.030354701,Thyroid
PLAUR,0.044565243,Thyroid
PVR,0.332072866,Thyroid
VASP,-0.213670377,Thyroid
ARHGAP35,0.2557662,Thyroid
CYTH2,0.333575493,Thyroid
PTPRH,0.060512767,Thyroid
CSNK2A1,0.484491489,Thyroid
SIRPA,0.026841928,Thyroid
PTPRA,0.307305671,Thyroid
PRNP,0.241085458,Thyroid
FERMT1,0.281265875,Thyroid
SRC,0.213131923,Thyroid
PLCG1,0.415163154,Thyroid
PTPRT,0.014116879,Thyroid
SDC4,0.151963055,Thyroid
CDH22,0.07203372,Thyroid
PTPN1,0.316953934,Thyroid
CASS4,-0.021464193,Thyroid
CDH4,0.192659181,Thyroid
TIAM1,0.024606839,Thyroid
ITGB2,-0.061075811,Thyroid
ARVCF,0.298329659,Thyroid
CRKL,0.306037547,Thyroid
MAPK1,0.35345065,Thyroid
PPM1F,0.100205313,Thyroid
NF2,0.075500417,Thyroid
RNF185,0.284202166,Thyroid
MYH9,0.236760049,Thyroid
SH3BP1,-0.074691686,Thyroid
TRIOBP,0.190361144,Thyroid
CSNK1E,0.243443012,Thyroid
PARVB,-0.185773905,Thyroid
SH3KBP1,0.14913272,Thyroid
SMPX,0.078198332,Thyroid
MSN,0.23312842,Thyroid
ARHGEF6,0.094793761,Thyroid
FLNA,0.137659335,Thyroid
AJAP1,-0.0879484,Adrenal Gland
FBLIM1,0.03088872,Adrenal Gland
CDC42,0.57076389,Adrenal Gland
ASAP3,0.560955262,Adrenal Gland
SLC9A1,0.591499165,Adrenal Gland
WASF2,0.734828471,Adrenal Gland
EPB41,0.687513461,Adrenal Gland
PTPRU,0.217873735,Adrenal Gland
FABP3,0.300219173,Adrenal Gland
MACF1,0.73745588,Adrenal Gland
PTPRF,0.434871348,Adrenal Gland
TSPAN1,0.415732804,Adrenal Gland
ITGB3BP,0.437861003,Adrenal Gland
NEXN,0.51817335,Adrenal Gland
SSX2IP,0.570041014,Adrenal Gland
BCAR3,0.64074589,Adrenal Gland
VAV3,0.252509914,Adrenal Gland
RAP1A,0.434466731,Adrenal Gland
CAPZA1,0.374060582,Adrenal Gland
ITGA10,-0.141464299,Adrenal Gland
HAX1,0.361780417,Adrenal Gland
SHC1,0.401418147,Adrenal Gland
ARHGEF2,0.022162605,Adrenal Gland
CSRP1,-0.004119778,Adrenal Gland
PTPN14,0.488766823,Adrenal Gland
CAPN2,0.562734191,Adrenal Gland
ENAH,0.589579932,Adrenal Gland
ARF1,0.133453985,Adrenal Gland
RHOU,-0.066910196,Adrenal Gland
ACP1,0.380857211,Adrenal Gland
ASAP2,0.40156963,Adrenal Gland
ITGB1BP1,0.383268947,Adrenal Gland
SDC1,0.170856078,Adrenal Gland
SOS1,0.691108314,Adrenal Gland
SPTBN1,0.493183676,Adrenal Gland
CTNNA2,0.095570239,Adrenal Gland
FHL2,0.314156532,Adrenal Gland
NCK2,0.267261599,Adrenal Gland
LIMS1,0.286441592,Adrenal Gland
ACTR3,0.67689239,Adrenal Gland
LIMS2,-0.11027468,Adrenal Gland
PKP4,0.414730579,Adrenal Gland
ITGB6,0.12917391,Adrenal Gland
ITGA6,0.105720469,Adrenal Gland
ITGA4,0.556982394,Adrenal Gland
ITGAV,0.536053496,Adrenal Gland
CASP8,0.707402245,Adrenal Gland
ABI2,0.580012326,Adrenal Gland
NRP2,0.55452562,Adrenal Gland
TNS1,0.280141359,Adrenal Gland
ARPC2,0.558154545,Adrenal Gland
IRS1,-0.124471833,Adrenal Gland
INPP5D,0.099461573,Adrenal Gland
ILKAP,-0.200527316,Adrenal Gland
ANKRD28,0.48771798,Adrenal Gland
ITGA9,0.432183182,Adrenal Gland
CTNNB1,0.486903363,Adrenal Gland
RHOA,0.564379538,Adrenal Gland
PPM1M,0.241523034,Adrenal Gland
NISCH,0.292360354,Adrenal Gland
PRKCD,0.499939867,Adrenal Gland
FLNB,0.407232707,Adrenal Gland
MAGI1,0.371462104,Adrenal Gland
CD47,0.578377667,Adrenal Gland
ITGB5,0.291632146,Adrenal Gland
HEG1,0.300205081,Adrenal Gland
PLD1,0.503190124,Adrenal Gland
ECT2,0.512691781,Adrenal Gland
PIK3CA,0.594560666,Adrenal Gland
LPP,0.642622031,Adrenal Gland
DLG1,0.639638804,Adrenal Gland
ADD1,0.567424635,Adrenal Gland
SHROOM3,0.272009146,Adrenal Gland
ARHGAP24,0.364055698,Adrenal Gland
GAB1,0.482936656,Adrenal Gland
RAPGEF2,0.75831372,Adrenal Gland
PALLD,0.349402952,Adrenal Gland
CASP3,0.300560012,Adrenal Gland
SORBS2,0.355888615,Adrenal Gland
FAT1,0.24045588,Adrenal Gland
EXOC3,0.649608993,Adrenal Gland
CTNND2,0.070845732,Adrenal Gland
TRIO,0.510112772,Adrenal Gland
CDH18,0.138637417,Adrenal Gland
CDH12,0.227563379,Adrenal Gland
CDH10,0.266871719,Adrenal Gland
CDH9,0.243192698,Adrenal Gland
CDH6,0.161016839,Adrenal Gland
PDZD2,0.395438128,Adrenal Gland
ITGA1,0.272443787,Adrenal Gland
ITGA2,0.305369061,Adrenal Gland
PDE4D,-0.134459259,Adrenal Gland
RASA1,0.74698289,Adrenal Gland
FER,0.710097721,Adrenal Gland
PPP2CA,0.147103667,Adrenal Gland
CTNNA1,0.606924492,Adrenal Gland
DIAPH1,0.314768565,Adrenal Gland
ARHGAP26,0.063711228,Adrenal Gland
DBN1,0.141182222,Adrenal Gland
NEDD9,-0.178012857,Adrenal Gland
RNF5,0.338004028,Adrenal Gland
DEF6,0.098937134,Adrenal Gland
CD2AP,0.666787073,Adrenal Gland
MYO6,0.650365225,Adrenal Gland
FYN,0.079986024,Adrenal Gland
MARCKS,0.090087174,Adrenal Gland
PTPRK,0.557974491,Adrenal Gland
EZR,0.371955869,Adrenal Gland
GNA12,0.548993008,Adrenal Gland
ACTB,0.464179012,Adrenal Gland
FSCN1,-0.065711348,Adrenal Gland
RAC1,0.581295135,Adrenal Gland
ITGB8,0.398978721,Adrenal Gland
ELMO1,0.185897198,Adrenal Gland
EGFR,0.578916552,Adrenal Gland
LIMK1,0.454113331,Adrenal Gland
HSPB1,0.318806752,Adrenal Gland
PTPN12,0.285287283,Adrenal Gland
KRIT1,0.643427015,Adrenal Gland
TRIP6,0.426746191,Adrenal Gland
CBLL1,0.602785891,Adrenal Gland
TES,0.356353295,Adrenal Gland
CAV1,0.1105879,Adrenal Gland
MET,0.190059442,Adrenal Gland
WASL,0.57334943,Adrenal Gland
ZYX,0.13269649,Adrenal Gland
KCNH2,0.167898799,Adrenal Gland
DLC1,-0.076237656,Adrenal Gland
SORBS3,0.118985579,Adrenal Gland
PTK2B,0.604469463,Adrenal Gland
ADAM9,0.529507632,Adrenal Gland
LYN,0.613209635,Adrenal Gland
SDCBP,0.263820123,Adrenal Gland
PABPC1,0.310024003,Adrenal Gland
PTK2,0.728038753,Adrenal Gland
SCRIB,0.368076258,Adrenal Gland
PLEC,0.460511199,Adrenal Gland
SHARPIN,0.199007018,Adrenal Gland
TESK1,-0.148674282,Adrenal Gland
TLN1,0.471053779,Adrenal Gland
TJP2,0.362919722,Adrenal Gland
OSTF1,0.302641678,Adrenal Gland
SYK,0.453832234,Adrenal Gland
SPTLC1,0.676310713,Adrenal Gland
CORO2A,0.185951767,Adrenal Gland
ENG,0.191450085,Adrenal Gland
ABL1,0.107412183,Adrenal Gland
RAPGEF1,0.033020204,Adrenal Gland
VAV2,0.098226503,Adrenal Gland
ITGA8,0.098163296,Adrenal Gland
VIM,0.177547231,Adrenal Gland
ARHGAP21,0.46873604,Adrenal Gland
ABI1,0.620797901,Adrenal Gland
MPP7,0.349149381,Adrenal Gland
SVIL,0.613346632,Adrenal Gland
ARHGAP12,0.580241923,Adrenal Gland
ITGB1,0.614984152,Adrenal Gland
NRP1,0.315034508,Adrenal Gland
PARD3,0.362170164,Adrenal Gland
MAPK8,0.22010359,Adrenal Gland
ANK3,0.349599161,Adrenal Gland
CTNNA3,0.015231681,Adrenal Gland
VCL,0.518488749,Adrenal Gland
DLG5,0.433979694,Adrenal Gland
LDB3,0.055046665,Adrenal Gland
PTEN,0.571034907,Adrenal Gland
SORBS1,-0.011781901,Adrenal Gland
ADAM12,0.087279964,Adrenal Gland
DOCK1,0.671563752,Adrenal Gland
HRAS,-0.28327438,Adrenal Gland
CD151,0.340534317,Adrenal Gland
ILK,0.418422382,Adrenal Gland
PARVA,0.548898581,Adrenal Gland
PLEKHA7,0.332542467,Adrenal Gland
PTPRJ,0.517271598,Adrenal Gland
CTNND1,0.715175044,Adrenal Gland
LPXN,0.458374655,Adrenal Gland
SLC3A2,0.073617307,Adrenal Gland
FERMT3,0.473489551,Adrenal Gland
CAPN1,0.547733265,Adrenal Gland
CFL1,0.352207608,Adrenal Gland
CORO1B,0.41455342,Adrenal Gland
PPFIA1,0.448379791,Adrenal Gland
CTTN,0.127485879,Adrenal Gland
INPPL1,0.342262513,Adrenal Gland
MYO7A,0.070310513,Adrenal Gland
PAK1,0.411846815,Adrenal Gland
RDX,0.58052665,Adrenal Gland
LAYN,-0.096694361,Adrenal Gland
CBL,0.442208494,Adrenal Gland
THY1,-0.028681486,Adrenal Gland
ARHGEF12,0.56173149,Adrenal Gland
ARHGAP32,0.262804438,Adrenal Gland
PTPN6,0.599118069,Adrenal Gland
PTPRO,0.460025244,Adrenal Gland
TUBA1B,0.460380549,Adrenal Gland
RACGAP1,0.451736746,Adrenal Gland
LIMA1,0.526087825,Adrenal Gland
ITGB7,0.503890322,Adrenal Gland
ITGA5,0.001081178,Adrenal Gland
ITGA7,-0.194568632,Adrenal Gland
LRP1,0.472465189,Adrenal Gland
AGAP2,0.199447341,Adrenal Gland
LIN7A,0.214304541,Adrenal Gland
VEZT,0.610928752,Adrenal Gland
SSH1,0.341686253,Adrenal Gland
TRPV4,0.381343329,Adrenal Gland
GIT2,0.383756217,Adrenal Gland
PTPN11,0.643722376,Adrenal Gland
PXN,0.203371434,Adrenal Gland
CLIP1,0.58283888,Adrenal Gland
STARD13,0.228837641,Adrenal Gland
TRPC4,0.17533909,Adrenal Gland
LMO7,0.305119761,Adrenal Gland
ARHGEF7,0.085559099,Adrenal Gland
MMP14,0.421094475,Adrenal Gland
CDH24,-0.017904853,Adrenal Gland
PRKD1,0.606317918,Adrenal Gland
ARHGAP5,0.662432884,Adrenal Gland
ARF6,0.131652623,Adrenal Gland
FERMT2,0.396189253,Adrenal Gland
KTN1,0.587402503,Adrenal Gland
AKAP5,0.217547085,Adrenal Gland
HSPA2,0.263601129,Adrenal Gland
ACTN1,0.298578786,Adrenal Gland
PSEN1,0.59295655,Adrenal Gland
NUMB,0.629163877,Adrenal Gland
DYNC1H1,0.745833084,Adrenal Gland
ZFYVE21,0.410586901,Adrenal Gland
AKT1,0.538328445,Adrenal Gland
TJP1,0.490357753,Adrenal Gland
TRPM7,0.702519884,Adrenal Gland
CGNL1,0.418801205,Adrenal Gland
ADAM10,0.53731906,Adrenal Gland
ITGA11,0.367053859,Adrenal Gland
CSK,0.249671098,Adrenal Gland
PEAK1,0.203960563,Adrenal Gland
CIB2,0.294191319,Adrenal Gland
CIB1,-0.095220915,Adrenal Gland
IQGAP1,0.711907301,Adrenal Gland
SYNM,0.56044615,Adrenal Gland
MAPK8IP3,-0.115129991,Adrenal Gland
PKD1,0.379351734,Adrenal Gland
PDPK1,0.668643335,Adrenal Gland
NUDT16L1,0.300764836,Adrenal Gland
SH2B1,0.35987018,Adrenal Gland
ITGAL,0.256361205,Adrenal Gland
ITGAM,0.46480101,Adrenal Gland
ITGAX,-0.046183677,Adrenal Gland
ITGAD,-0.007841882,Adrenal Gland
TGFB1I1,0.057606116,Adrenal Gland
CDH8,-0.017773498,Adrenal Gland
CDH11,0.351575061,Adrenal Gland
CDH5,0.18073213,Adrenal Gland
CDH3,0.009589392,Adrenal Gland
CDH1,0.07856165,Adrenal Gland
BCAR1,0.075350718,Adrenal Gland
CDH15,-0.035247076,Adrenal Gland
CRK,0.50907335,Adrenal Gland
ITGAE,0.266601024,Adrenal Gland
PFN1,0.175143928,Adrenal Gland
NDEL1,-0.007859178,Adrenal Gland
MYH10,0.551438129,Adrenal Gland
GIT1,0.099718073,Adrenal Gland
SRCIN1,0.012176787,Adrenal Gland
LASP1,0.625474464,Adrenal Gland
GRB7,-0.034945387,Adrenal Gland
WIPF2,0.564514994,Adrenal Gland
JUP,0.103194091,Adrenal Gland
STAT3,0.268120064,Adrenal Gland
ITGB3,0.13107087,Adrenal Gland
ABI3,0.254227172,Adrenal Gland
ITGA3,0.447474696,Adrenal Gland
NME1,0.167431065,Adrenal Gland
PRKCA,0.585239156,Adrenal Gland
GRB2,0.24357113,Adrenal Gland
ITGB4,0.106107846,Adrenal Gland
SLC16A3,0.131587893,Adrenal Gland
MYOM1,0.042666738,Adrenal Gland
PTPRM,0.560652228,Adrenal Gland
PTPN2,0.216052888,Adrenal Gland
ROCK1,0.710217386,Adrenal Gland
CDH2,0.527802947,Adrenal Gland
CDH20,0.269420076,Adrenal Gland
CDH7,-0.032984639,Adrenal Gland
CDH19,0.158503738,Adrenal Gland
PIP5K1C,0.243688941,Adrenal Gland
VAV1,0.400958358,Adrenal Gland
INSR,-0.209970461,Adrenal Gland
RAVER1,0.117128162,Adrenal Gland
KEAP1,0.570322488,Adrenal Gland
DNM2,0.623818789,Adrenal Gland
CALR,0.495341012,Adrenal Gland
PRKACA,0.345172493,Adrenal Gland
SIPA1L3,0.406066461,Adrenal Gland
ACTN4,0.447978152,Adrenal Gland
CEACAM1,0.141813027,Adrenal Gland
PLAUR,0.029611081,Adrenal Gland
PVR,0.158960302,Adrenal Gland
VASP,-0.039883879,Adrenal Gland
ARHGAP35,0.681884481,Adrenal Gland
CYTH2,0.057732067,Adrenal Gland
PTPRH,-0.155678741,Adrenal Gland
CSNK2A1,0.686933124,Adrenal Gland
SIRPA,0.214908963,Adrenal Gland
PTPRA,0.577106873,Adrenal Gland
PRNP,0.170480164,Adrenal Gland
FERMT1,0.653730494,Adrenal Gland
SRC,0.242388877,Adrenal Gland
PLCG1,0.283372681,Adrenal Gland
PTPRT,0.022163731,Adrenal Gland
SDC4,-0.075031563,Adrenal Gland
CDH22,0.012600685,Adrenal Gland
PTPN1,0.176513033,Adrenal Gland
CASS4,0.277718647,Adrenal Gland
CDH4,-0.07738939,Adrenal Gland
TIAM1,0.054762258,Adrenal Gland
ITGB2,0.580468434,Adrenal Gland
ARVCF,0.227452392,Adrenal Gland
CRKL,0.485329184,Adrenal Gland
MAPK1,0.735656457,Adrenal Gland
PPM1F,0.437070517,Adrenal Gland
NF2,0.379562205,Adrenal Gland
RNF185,0.49475464,Adrenal Gland
MYH9,0.545293872,Adrenal Gland
SH3BP1,0.265911895,Adrenal Gland
TRIOBP,0.43588719,Adrenal Gland
CSNK1E,-0.267728966,Adrenal Gland
PARVB,0.04564713,Adrenal Gland
SH3KBP1,0.467360781,Adrenal Gland
SMPX,0.104404536,Adrenal Gland
MSN,0.558089253,Adrenal Gland
ARHGEF6,0.623584503,Adrenal Gland
FLNA,0.398323052,Adrenal Gland
AJAP1,0.151549033,Spleen
FBLIM1,0.128374139,Spleen
CDC42,0.168584315,Spleen
ASAP3,0.396895903,Spleen
SLC9A1,0.158447102,Spleen
WASF2,0.26267262,Spleen
EPB41,0.473120372,Spleen
PTPRU,0.193086245,Spleen
FABP3,-0.121394991,Spleen
MACF1,0.692327795,Spleen
PTPRF,0.311252217,Spleen
TSPAN1,0.067011222,Spleen
ITGB3BP,0.345894545,Spleen
NEXN,0.174469581,Spleen
SSX2IP,0.613832859,Spleen
BCAR3,0.380489159,Spleen
VAV3,0.425042905,Spleen
RAP1A,0.385145126,Spleen
CAPZA1,0.199352266,Spleen
ITGA10,0.301976863,Spleen
HAX1,0.061919361,Spleen
SHC1,0.310246705,Spleen
ARHGEF2,0.275114463,Spleen
CSRP1,0.039402338,Spleen
PTPN14,0.646253867,Spleen
CAPN2,0.421196307,Spleen
ENAH,0.467799764,Spleen
ARF1,0.115301845,Spleen
RHOU,0.378539266,Spleen
ACP1,0.362527731,Spleen
ASAP2,0.5977529,Spleen
ITGB1BP1,0.095826725,Spleen
SDC1,-0.022232925,Spleen
SOS1,0.694008198,Spleen
SPTBN1,0.583034199,Spleen
CTNNA2,0.028190671,Spleen
FHL2,0.056512626,Spleen
NCK2,0.207352238,Spleen
LIMS1,0.415205426,Spleen
ACTR3,0.243014778,Spleen
LIMS2,0.193098094,Spleen
PKP4,0.562008814,Spleen
ITGB6,0.089571944,Spleen
ITGA6,0.467687472,Spleen
ITGA4,0.734141237,Spleen
ITGAV,0.530900106,Spleen
CASP8,0.161765802,Spleen
ABI2,0.63830108,Spleen
NRP2,0.491850041,Spleen
TNS1,0.491873431,Spleen
ARPC2,-0.150830167,Spleen
IRS1,0.509411528,Spleen
INPP5D,0.225501377,Spleen
ILKAP,0.049000568,Spleen
ANKRD28,0.745469597,Spleen
ITGA9,0.351514282,Spleen
CTNNB1,0.534512954,Spleen
RHOA,-0.044185167,Spleen
PPM1M,-0.226199632,Spleen
NISCH,0.282335962,Spleen
PRKCD,-0.228762632,Spleen
FLNB,0.366240209,Spleen
MAGI1,0.55124571,Spleen
CD47,0.517558357,Spleen
ITGB5,0.114410656,Spleen
HEG1,0.647457774,Spleen
PLD1,0.357670875,Spleen
ECT2,0.382427848,Spleen
PIK3CA,0.716435675,Spleen
LPP,0.516056063,Spleen
DLG1,0.699871762,Spleen
ADD1,0.269084396,Spleen
SHROOM3,0.422359141,Spleen
ARHGAP24,0.374858372,Spleen
GAB1,0.631324363,Spleen
RAPGEF2,0.739396784,Spleen
PALLD,0.421824075,Spleen
CASP3,0.534549291,Spleen
SORBS2,0.382893825,Spleen
FAT1,0.464569712,Spleen
EXOC3,0.279706129,Spleen
CTNND2,0.489749467,Spleen
TRIO,0.506840878,Spleen
CDH18,0.155816706,Spleen
CDH12,-0.020509095,Spleen
CDH10,0.454071128,Spleen
CDH9,0.345114324,Spleen
CDH6,0.356328699,Spleen
PDZD2,0.543499336,Spleen
ITGA1,0.656550338,Spleen
ITGA2,0.556071702,Spleen
PDE4D,0.445586551,Spleen
RASA1,0.47859079,Spleen
FER,0.775596992,Spleen
PPP2CA,0.386136849,Spleen
CTNNA1,0.40677805,Spleen
DIAPH1,0.154811829,Spleen
ARHGAP26,0.071721482,Spleen
DBN1,0.05349884,Spleen
NEDD9,0.374248033,Spleen
RNF5,-0.02878635,Spleen
DEF6,-0.190725168,Spleen
CD2AP,0.644723815,Spleen
MYO6,0.60702783,Spleen
FYN,0.291824116,Spleen
MARCKS,0.161187234,Spleen
PTPRK,0.562355593,Spleen
EZR,0.30980986,Spleen
GNA12,0.220322597,Spleen
ACTB,-0.27647844,Spleen
FSCN1,-0.041284968,Spleen
RAC1,0.162069141,Spleen
ITGB8,0.179280075,Spleen
ELMO1,0.471593668,Spleen
EGFR,0.47293323,Spleen
LIMK1,0.145732583,Spleen
HSPB1,-0.00953901,Spleen
PTPN12,0.384401565,Spleen
KRIT1,0.594151221,Spleen
TRIP6,0.073438136,Spleen
CBLL1,0.59948641,Spleen
TES,0.031525302,Spleen
CAV1,0.360789822,Spleen
MET,0.517765709,Spleen
WASL,0.640158986,Spleen
ZYX,-0.202963278,Spleen
KCNH2,0.057875471,Spleen
DLC1,0.640497272,Spleen
SORBS3,0.027744142,Spleen
PTK2B,0.038114547,Spleen
ADAM9,0.436430026,Spleen
LYN,0.369579622,Spleen
SDCBP,0.290548483,Spleen
PABPC1,0.372867787,Spleen
PTK2,0.555513428,Spleen
SCRIB,0.216389564,Spleen
PLEC,0.312874788,Spleen
SHARPIN,-0.06932173,Spleen
TESK1,0.290243282,Spleen
TLN1,0.299993134,Spleen
TJP2,0.375176955,Spleen
OSTF1,0.133189321,Spleen
SYK,0.107530824,Spleen
SPTLC1,0.614684407,Spleen
CORO2A,0.105090948,Spleen
ENG,0.240485278,Spleen
ABL1,0.454590428,Spleen
RAPGEF1,0.431162598,Spleen
VAV2,0.298694548,Spleen
ITGA8,0.403632979,Spleen
VIM,0.20178279,Spleen
ARHGAP21,0.685165997,Spleen
ABI1,0.39350929,Spleen
MPP7,0.201922068,Spleen
SVIL,0.064978722,Spleen
ARHGAP12,0.61711184,Spleen
ITGB1,0.515139982,Spleen
NRP1,0.585664626,Spleen
PARD3,0.420060179,Spleen
MAPK8,0.588670297,Spleen
ANK3,0.396715945,Spleen
CTNNA3,0.389563062,Spleen
VCL,0.197450524,Spleen
DLG5,0.594658248,Spleen
LDB3,0.114713641,Spleen
PTEN,0.200610774,Spleen
SORBS1,0.400123626,Spleen
ADAM12,0.358367118,Spleen
DOCK1,0.574482103,Spleen
HRAS,-0.075396853,Spleen
CD151,0.027997275,Spleen
ILK,0.061447972,Spleen
PARVA,0.327031096,Spleen
PLEKHA7,0.384133643,Spleen
PTPRJ,0.137870457,Spleen
CTNND1,0.506523495,Spleen
LPXN,0.069158146,Spleen
SLC3A2,-0.149715636,Spleen
FERMT3,-0.302815408,Spleen
CAPN1,-0.096366696,Spleen
CFL1,-0.349504878,Spleen
CORO1B,0.020151789,Spleen
PPFIA1,0.568496669,Spleen
CTTN,0.266914824,Spleen
INPPL1,0.273983518,Spleen
MYO7A,0.327971566,Spleen
PAK1,-0.087409159,Spleen
RDX,0.633642127,Spleen
LAYN,0.381234553,Spleen
CBL,0.559821648,Spleen
THY1,0.009349724,Spleen
ARHGEF12,0.711379654,Spleen
ARHGAP32,0.757183372,Spleen
PTPN6,-0.127443889,Spleen
PTPRO,0.146500925,Spleen
TUBA1B,-0.017255454,Spleen
RACGAP1,0.050253017,Spleen
LIMA1,0.450789286,Spleen
ITGB7,0.251436351,Spleen
ITGA5,0.131270724,Spleen
ITGA7,-0.013298724,Spleen
LRP1,0.20359525,Spleen
AGAP2,-0.017309741,Spleen
LIN7A,0.193066193,Spleen
VEZT,0.517362594,Spleen
SSH1,0.530047514,Spleen
TRPV4,0.014594552,Spleen
GIT2,0.347423222,Spleen
PTPN11,0.653411627,Spleen
PXN,0.194393536,Spleen
CLIP1,0.607012728,Spleen
STARD13,0.561230436,Spleen
TRPC4,0.089675365,Spleen
LMO7,0.475249611,Spleen
ARHGEF7,0.488948336,Spleen
MMP14,0.269696434,Spleen
CDH24,0.333538534,Spleen
PRKD1,0.370989077,Spleen
ARHGAP5,0.804743952,Spleen
ARF6,0.344626436,Spleen
FERMT2,0.382847755,Spleen
KTN1,0.6315516,Spleen
AKAP5,0.457011534,Spleen
HSPA2,0.168077314,Spleen
ACTN1,0.066319987,Spleen
PSEN1,0.18719227,Spleen
NUMB,0.266648725,Spleen
DYNC1H1,0.683599508,Spleen
ZFYVE21,0.206856362,Spleen
AKT1,0.495402896,Spleen
TJP1,0.593796735,Spleen
TRPM7,0.645826964,Spleen
CGNL1,0.220502729,Spleen
ADAM10,0.600541603,Spleen
ITGA11,0.302502815,Spleen
CSK,-0.077660699,Spleen
PEAK1,0.661525551,Spleen
CIB2,0.067903486,Spleen
CIB1,-0.167310394,Spleen
IQGAP1,0.287346025,Spleen
SYNM,0.286278658,Spleen
MAPK8IP3,0.220421904,Spleen
PKD1,0.468388777,Spleen
PDPK1,0.417916675,Spleen
NUDT16L1,-0.053432193,Spleen
SH2B1,0.118637274,Spleen
ITGAL,-0.101325974,Spleen
ITGAM,-0.235856261,Spleen
ITGAX,-0.232436588,Spleen
ITGAD,0.244497737,Spleen
TGFB1I1,0.075182694,Spleen
CDH8,0.256480921,Spleen
CDH11,0.591523957,Spleen
CDH5,0.337031044,Spleen
CDH3,0.177223541,Spleen
CDH1,0.307614099,Spleen
BCAR1,0.279185915,Spleen
CDH15,0.112079705,Spleen
CRK,0.542483024,Spleen
ITGAE,0.006163506,Spleen
PFN1,-0.319877926,Spleen
NDEL1,0.178536382,Spleen
MYH10,0.19374985,Spleen
GIT1,0.188359782,Spleen
SRCIN1,0.260273703,Spleen
LASP1,0.249811136,Spleen
GRB7,0.048927567,Spleen
WIPF2,0.556120153,Spleen
JUP,0.229000566,Spleen
STAT3,0.363775726,Spleen
ITGB3,0.282528489,Spleen
ABI3,-0.142575162,Spleen
ITGA3,0.191213043,Spleen
NME1,-0.207489326,Spleen
PRKCA,0.422769974,Spleen
GRB2,-0.026955022,Spleen
ITGB4,0.385972749,Spleen
SLC16A3,-0.303538298,Spleen
MYOM1,0.30545827,Spleen
PTPRM,0.572245117,Spleen
PTPN2,0.341710647,Spleen
ROCK1,0.652544759,Spleen
CDH2,0.523596107,Spleen
CDH20,0.299689019,Spleen
CDH7,0.197956668,Spleen
CDH19,0.332581307,Spleen
PIP5K1C,0.342111332,Spleen
VAV1,-0.037155943,Spleen
INSR,0.327630579,Spleen
RAVER1,-0.009093009,Spleen
KEAP1,0.221767636,Spleen
DNM2,0.174060765,Spleen
CALR,0.087115448,Spleen
PRKACA,0.208068656,Spleen
SIPA1L3,0.433423571,Spleen
ACTN4,0.452768853,Spleen
CEACAM1,0.036519394,Spleen
PLAUR,0.090548542,Spleen
PVR,0.303414298,Spleen
VASP,-0.237222011,Spleen
ARHGAP35,0.399809438,Spleen
CYTH2,0.26831221,Spleen
PTPRH,0.310412587,Spleen
CSNK2A1,0.517769088,Spleen
SIRPA,-0.071356265,Spleen
PTPRA,0.502562176,Spleen
PRNP,0.336044715,Spleen
FERMT1,0.085052617,Spleen
SRC,0.314021249,Spleen
PLCG1,0.388060355,Spleen
PTPRT,0.399012309,Spleen
SDC4,0.069889605,Spleen
CDH22,-0.033514368,Spleen
PTPN1,0.283865123,Spleen
CASS4,0.490275937,Spleen
CDH4,0.342009007,Spleen
TIAM1,0.359219855,Spleen
ITGB2,-0.259623236,Spleen
ARVCF,0.163883433,Spleen
CRKL,0.615804411,Spleen
MAPK1,0.456709493,Spleen
PPM1F,0.094022654,Spleen
NF2,-0.04223765,Spleen
RNF185,0.214009773,Spleen
MYH9,0.3592729,Spleen
SH3BP1,0.022880601,Spleen
TRIOBP,0.370456037,Spleen
CSNK1E,0.398224654,Spleen
PARVB,-0.112753501,Spleen
SH3KBP1,0.262474902,Spleen
SMPX,0.113725512,Spleen
MSN,0.180779032,Spleen
ARHGEF6,0.597406387,Spleen
FLNA,0.243178447,Spleen
AJAP1,0.289221508,Pancreas
FBLIM1,0.599413412,Pancreas
CDC42,0.585095266,Pancreas
ASAP3,0.617192871,Pancreas
SLC9A1,0.654508096,Pancreas
WASF2,0.588305893,Pancreas
EPB41,0.633951164,Pancreas
PTPRU,0.431214023,Pancreas
FABP3,0.254136572,Pancreas
MACF1,0.765680787,Pancreas
PTPRF,0.589339811,Pancreas
TSPAN1,0.455008078,Pancreas
ITGB3BP,0.408335624,Pancreas
NEXN,0.490509696,Pancreas
SSX2IP,0.578552381,Pancreas
BCAR3,0.580672736,Pancreas
VAV3,0.402690835,Pancreas
RAP1A,0.553553472,Pancreas
CAPZA1,0.556836417,Pancreas
ITGA10,0.328148613,Pancreas
HAX1,0.358703819,Pancreas
SHC1,0.557874025,Pancreas
ARHGEF2,0.585268225,Pancreas
CSRP1,0.495031242,Pancreas
PTPN14,0.6405591,Pancreas
CAPN2,0.569182761,Pancreas
ENAH,0.585870553,Pancreas
ARF1,0.495762684,Pancreas
RHOU,0.324768243,Pancreas
ACP1,0.388236084,Pancreas
ASAP2,0.723350818,Pancreas
ITGB1BP1,0.584775174,Pancreas
SDC1,0.47903183,Pancreas
