adhesome_gene,corr,tissue
PRKD1,-0.028848539,Lining of body cavities
LAYN,-0.340556092,Lining of body cavities
HEG1,0.140145497,Lining of body cavities
FHL2,-0.085736987,Lining of body cavities
FLNA,0.199594502,Lining of body cavities
CTNNA1,-0.20565025,Lining of body cavities
CTNNA2,0.1994034,Lining of body cavities
CTNNA3,0.474872098,Lining of body cavities
SYNM,0.329908253,Lining of body cavities
GAB1,0.240221336,Lining of body cavities
ASAP2,0.27683204,Lining of body cavities
ASAP3,0.241744574,Lining of body cavities
ARHGAP21,0.266774914,Lining of body cavities
ARHGAP26,-0.285154822,Lining of body cavities
ARHGAP24,0.461856795,Lining of body cavities
PKD1,0.334197423,Lining of body cavities
PRKACA,0.413641866,Lining of body cavities
GNA12,0.14548709,Lining of body cavities
RAP1A,-0.026117163,Lining of body cavities
INSR,0.558266337,Lining of body cavities
SPTBN1,0.227234699,Lining of body cavities
ACTN1,0.539093042,Lining of body cavities
TRIP6,-0.244974837,Lining of body cavities
CAV1,0.03635253,Lining of body cavities
SVIL,0.409297386,Lining of body cavities
MET,-0.265990717,Lining of body cavities
CASS4,0.148427016,Lining of body cavities
CDH8,0.22664397,Lining of body cavities
HSPB1,-0.054133098,Lining of body cavities
AJAP1,0.761984413,Lining of body cavities
PRNP,-0.357309199,Lining of body cavities
PEAK1,0.399704635,Lining of body cavities
LPXN,-0.060773331,Lining of body cavities
LIMS2,0.458960549,Lining of body cavities
LIMS1,0.379101726,Lining of body cavities
ARHGEF2,-0.04246523,Lining of body cavities
CDH2,0.258130063,Lining of body cavities
ACTB,0.180765737,Lining of body cavities
STARD13,0.523649656,Lining of body cavities
JUP,0.34908666,Lining of body cavities
CTNND2,-0.236960114,Lining of body cavities
CTNND1,0.397743819,Lining of body cavities
TESK1,0.081932402,Lining of body cavities
TRPM7,0.044915529,Lining of body cavities
LIMK1,0.021805761,Lining of body cavities
FER,-0.130332657,Lining of body cavities
MAPK8IP3,0.552481959,Lining of body cavities
DLG1,-0.088793241,Lining of body cavities
SPTLC1,-0.028971811,Lining of body cavities
KCNH2,0.323156222,Lining of body cavities
CIB2,0.198023408,Lining of body cavities
CIB1,0.02213179,Lining of body cavities
PTPN2,0.105365792,Lining of body cavities
PTPN1,-0.128001685,Lining of body cavities
PTPN6,-0.128800164,Lining of body cavities
OSTF1,0.158142825,Lining of body cavities
DLG5,0.421906674,Lining of body cavities
INPP5D,0.495893079,Lining of body cavities
PXN,-0.025946054,Lining of body cavities
THY1,0.18912243,Lining of body cavities
MMP14,0.651033266,Lining of body cavities
HRAS,0.268626885,Lining of body cavities
FLNB,0.07778615,Lining of body cavities
CDH22,0.44595398,Lining of body cavities
LPP,0.588683404,Lining of body cavities
PSEN1,-0.056093817,Lining of body cavities
NUMB,0.058931585,Lining of body cavities
HAX1,-0.507382103,Lining of body cavities
GIT1,0.392687078,Lining of body cavities
GIT2,0.166356398,Lining of body cavities
DEF6,0.074044093,Lining of body cavities
RHOU,-0.082842562,Lining of body cavities
RHOA,0.228185681,Lining of body cavities
CTTN,-0.181112176,Lining of body cavities
ENG,0.548800622,Lining of body cavities
TLN1,0.183057467,Lining of body cavities
SDC1,-0.118976146,Lining of body cavities
SDC4,-0.321197139,Lining of body cavities
EXOC3,-0.268926771,Lining of body cavities
ANK3,-0.236101122,Lining of body cavities
SSH1,0.431176277,Lining of body cavities
RAVER1,0.218112928,Lining of body cavities
CBL,0.271623756,Lining of body cavities
NCK2,0.444635377,Lining of body cavities
MPP7,-0.276512851,Lining of body cavities
CORO2A,0.627254263,Lining of body cavities
CSNK2A1,0.27554237,Lining of body cavities
ITGB1BP1,0.513125111,Lining of body cavities
RAC1,-0.036894348,Lining of body cavities
VCL,0.480260954,Lining of body cavities
ILKAP,0.295017427,Lining of body cavities
DBN1,0.652029158,Lining of body cavities
ZFYVE21,0.20841603,Lining of body cavities
PTK2,0.189380619,Lining of body cavities
ITGB3BP,-0.233307651,Lining of body cavities
FBLIM1,0.37345076,Lining of body cavities
RNF5,-0.073468027,Lining of body cavities
ACTR3,0.255993225,Lining of body cavities
NUDT16L1,0.223462545,Lining of body cavities
NISCH,0.186470139,Lining of body cavities
CRK,-0.150897177,Lining of body cavities
CSNK1E,0.313953631,Lining of body cavities
SRC,0.725788522,Lining of body cavities
TNS1,0.656437214,Lining of body cavities
TJP2,0.458682623,Lining of body cavities
TJP1,0.181564185,Lining of body cavities
SLC3A2,-0.046552642,Lining of body cavities
FSCN1,0.533363439,Lining of body cavities
CD151,-0.439815332,Lining of body cavities
IRS1,0.043927263,Lining of body cavities
TRPV4,0.425030711,Lining of body cavities
SDCBP,-0.116266952,Lining of body cavities
ARHGEF12,0.118808878,Lining of body cavities
MYOM1,0.401130665,Lining of body cavities
CORO1B,0.190890432,Lining of body cavities
WASF2,0.335424205,Lining of body cavities
CTNNB1,0.520562192,Lining of body cavities
FABP3,0.212953185,Lining of body cavities
MACF1,0.199150191,Lining of body cavities
MSN,0.009824504,Lining of body cavities
CDC42,0.046615059,Lining of body cavities
TRIO,0.206991391,Lining of body cavities
SLC16A3,-0.103698497,Lining of body cavities
ARHGAP32,-0.066821254,Lining of body cavities
ARHGAP35,-0.059751761,Lining of body cavities
TES,-0.025056417,Lining of body cavities
MARCKS,0.726680352,Lining of body cavities
LMO7,0.464822515,Lining of body cavities
NME1,-0.006287005,Lining of body cavities
EPB41,-0.164098525,Lining of body cavities
TIAM1,0.565129665,Lining of body cavities
PDZD2,-0.130383071,Lining of body cavities
NF2,-0.112727577,Lining of body cavities
LASP1,0.361879029,Lining of body cavities
TRPC4,0.526897161,Lining of body cavities
DYNC1H1,-0.036098238,Lining of body cavities
LIMA1,-0.084501294,Lining of body cavities
CASP3,0.457663488,Lining of body cavities
CASP8,0.058586529,Lining of body cavities
AKT1,0.023972428,Lining of body cavities
PKP4,0.271761584,Lining of body cavities
ELMO1,0.38306524,Lining of body cavities
SMPX,0.392892459,Lining of body cavities
ANKRD28,0.2546412,Lining of body cavities
PLCG1,0.630166251,Lining of body cavities
INPPL1,0.652381192,Lining of body cavities
EGFR,-0.217479313,Lining of body cavities
ARHGEF6,0.356677755,Lining of body cavities
ARHGEF7,0.678760047,Lining of body cavities
CDH9,1,Lining of body cavities
CDH1,-0.204611981,Lining of body cavities
CDH3,-0.250342117,Lining of body cavities
CDH5,0.285111255,Lining of body cavities
CDH4,-0.224189908,Lining of body cavities
CDH7,0.549065622,Lining of body cavities
CDH6,-0.067162364,Lining of body cavities
RACGAP1,0.338305375,Lining of body cavities
KEAP1,0.087539953,Lining of body cavities
NEXN,0.386213847,Lining of body cavities
ENAH,0.367778553,Lining of body cavities
ECT2,0.139513522,Lining of body cavities
PLEC,0.131106818,Lining of body cavities
MYO7A,0.204035057,Lining of body cavities
CSRP1,0.46998976,Lining of body cavities
BCAR1,0.066572575,Lining of body cavities
BCAR3,-0.378023407,Lining of body cavities
DNM2,0.211272437,Lining of body cavities
CFL1,0.55734548,Lining of body cavities
PLAUR,0.254577328,Lining of body cavities
AKAP5,0.573503264,Lining of body cavities
SHC1,0.229218179,Lining of body cavities
PTEN,0.471233302,Lining of body cavities
KTN1,0.007352803,Lining of body cavities
PTPRU,0.277160785,Lining of body cavities
PTPRT,0.424958901,Lining of body cavities
PTPRF,-0.059336897,Lining of body cavities
PTPRA,0.194944464,Lining of body cavities
PTPRO,0.165937918,Lining of body cavities
PTPRM,0.378710786,Lining of body cavities
PTPRK,0.240152513,Lining of body cavities
PTPRJ,0.057219882,Lining of body cavities
PTPRH,-0.304682021,Lining of body cavities
VIM,0.127874795,Lining of body cavities
RDX,0.093005222,Lining of body cavities
WASL,0.001769349,Lining of body cavities
PIK3CA,0.246303838,Lining of body cavities
ARF1,-0.410330735,Lining of body cavities
ARF6,0.401036194,Lining of body cavities
CLIP1,-0.220546408,Lining of body cavities
CD47,0.041529314,Lining of body cavities
PAK1,0.043080441,Lining of body cavities
FYN,0.211876582,Lining of body cavities
ARHGAP5,-0.145882203,Lining of body cavities
GRB2,0.1268253,Lining of body cavities
GRB7,-0.270392622,Lining of body cavities
ACP1,-0.198584146,Lining of body cavities
PRKCA,0.275230394,Lining of body cavities
PRKCD,0.278611253,Lining of body cavities
SYK,0.262057069,Lining of body cavities
ILK,-0.010148425,Lining of body cavities
PLEKHA7,0.080952293,Lining of body cavities
MYH10,0.472852645,Lining of body cavities
CGNL1,0.36444972,Lining of body cavities
SLC9A1,0.287214713,Lining of body cavities
MYO6,0.100252802,Lining of body cavities
PABPC1,-0.057459285,Lining of body cavities
DLC1,0.375964795,Lining of body cavities
SH2B1,-0.17915688,Lining of body cavities
WIPF2,-0.120236879,Lining of body cavities
PPM1F,0.205775647,Lining of body cavities
PPM1M,-0.027771854,Lining of body cavities
ZYX,0.007877965,Lining of body cavities
PPP2CA,-0.650769743,Lining of body cavities
ARPC2,0.326895313,Lining of body cavities
ARHGAP12,0.014646859,Lining of body cavities
PALLD,0.667201011,Lining of body cavities
PDPK1,-0.080169276,Lining of body cavities
PTK2B,-0.284966777,Lining of body cavities
IQGAP1,0.290573832,Lining of body cavities
RNF185,-0.294353643,Lining of body cavities
PARVA,0.275386237,Lining of body cavities
TRIOBP,0.098838536,Lining of body cavities
CSK,0.591383037,Lining of body cavities
SH3BP1,0.114773221,Lining of body cavities
MAGI1,0.175870782,Lining of body cavities
TSPAN1,0.561916947,Lining of body cavities
HSPA2,-0.293951344,Lining of body cavities
SHROOM3,-0.118307104,Lining of body cavities
VASP,0.427314285,Lining of body cavities
CEACAM1,0.588009244,Lining of body cavities
ADD1,0.334018481,Lining of body cavities
LDB3,0.517816355,Lining of body cavities
MYH9,0.289387446,Lining of body cavities
PIP5K1C,0.611873601,Lining of body cavities
CAPN2,-0.027148789,Lining of body cavities
CAPN1,0.311148938,Lining of body cavities
PARVB,0.025419985,Lining of body cavities
ARVCF,0.438411165,Lining of body cavities
STAT3,0.128560298,Lining of body cavities
PDE4D,0.57010401,Lining of body cavities
CD2AP,0.099890795,Lining of body cavities
ITGA8,0.296437853,Lung
ITGA9,0.220086912,Lung
ITGA1,0.22087976,Lung
ITGA2,0.005949402,Lung
ITGA3,0.145968611,Lung
ITGA4,0.212824794,Lung
ITGA5,-0.085875823,Lung
ITGA6,-0.145910213,Lung
ITGA7,0.273217359,Lung
ITGAX,0.377931088,Lung
ITGAV,-0.026721357,Lung
ITGAL,0.351350755,Lung
ITGAM,0.26696368,Lung
ITGAD,0.154194539,Lung
ITGAE,-0.037513129,Lung
PTPN12,0.122708771,Lung
PTPN11,0.034776433,Lung
PTPN14,0.057836117,Lung
SH3KBP1,0.151307828,Lung
SORBS1,0.3033936,Lung
SORBS3,0.081637256,Lung
SORBS2,0.286959722,Lung
ADAM10,-0.019692518,Lung
ADAM12,-0.093077665,Lung
NDEL1,0.135919116,Lung
ABI2,0.253598917,Lung
ABI3,0.165624422,Lung
ABI1,-0.161454697,Lung
SRCIN1,0.320779482,Lung
RASA1,0.289521645,Lung
ACTN4,-0.056813068,Lung
EZR,0.043658954,Lung
SIPA1L3,0.131727387,Lung
PPFIA1,0.235986283,Lung
RAPGEF1,0.21076887,Lung
RAPGEF2,0.363589568,Lung
TUBA1B,-0.37758406,Lung
CALR,-0.219096651,Lung
PFN1,-0.30185627,Lung
SSX2IP,-0.111018358,Lung
CYTH2,0.222003384,Lung
CDH20,0.20295532,Lung
CDH24,-0.06779903,Lung
FAT1,0.076562535,Lung
SOS1,0.227747704,Lung
CBLL1,-0.040159954,Lung
KRIT1,0.27162174,Lung
SCRIB,0.123877155,Lung
LYN,0.039103373,Lung
VAV1,0.248344126,Lung
VAV3,0.057340673,Lung
VAV2,0.145095859,Lung
FERMT2,0.065803814,Lung
FERMT3,0.205181857,Lung
FERMT1,-0.159035146,Lung
CRKL,-0.092040323,Lung
NRP1,0.169495346,Lung
NRP2,0.05347399,Lung
AGAP2,0.30243338,Lung
ROCK1,0.220122245,Lung
PLD1,-0.109073335,Lung
DOCK1,0.305126807,Lung
ITGB1,-0.169672946,Lung
ITGB3,0.150166713,Lung
ITGB2,0.178166329,Lung
ITGB5,-0.043679635,Lung
ITGB4,-0.040724496,Lung
ITGB7,0.182117008,Lung
ITGB6,0.169958649,Lung
ITGB8,-0.016417741,Lung
ITGA10,0.359892783,Lung
ITGA11,0.000792421,Lung
LRP1,0.259197532,Lung
SIRPA,0.072679339,Lung
TGFB1I1,0.01849514,Lung
SHARPIN,-0.032574631,Lung
CAPZA1,-0.11083468,Lung
LIN7A,0.074613501,Lung
PVR,-0.063137164,Lung
MAPK1,-0.058510685,Lung
MAPK8,0.068250907,Lung
NEDD9,0.155360933,Lung
DIAPH1,0.101932183,Lung
PARD3,-0.163687628,Lung
CDH11,0.10627862,Lung
CDH10,0.081785682,Lung
CDH12,-0.068946278,Lung
CDH15,0.101509796,Lung
CDH19,0.195093486,Lung
CDH18,-0.023180799,Lung
ABL1,0.175083631,Lung
VEZT,0.089080103,Lung
ADAM9,-0.023968595,Lung
PRKD1,0.152351002,Lung
LAYN,-0.093153313,Lung
HEG1,0.190109008,Lung
FHL2,-0.120981566,Lung
FLNA,0.148280034,Lung
CTNNA1,0.207949855,Lung
CTNNA2,0.07211842,Lung
CTNNA3,0.029025903,Lung
SYNM,0.18275585,Lung
GAB1,0.227663233,Lung
ASAP2,0.016625244,Lung
ASAP3,0.273914569,Lung
ARHGAP21,0.123931313,Lung
ARHGAP26,0.334392478,Lung
ARHGAP24,0.205134855,Lung
PKD1,0.453593135,Lung
PRKACA,-0.012450914,Lung
GNA12,-0.134471282,Lung
RAP1A,0.052500355,Lung
INSR,0.180595033,Lung
SPTBN1,0.205579995,Lung
ACTN1,-0.075613722,Lung
TRIP6,-0.064102787,Lung
CAV1,0.016221591,Lung
SVIL,0.095309319,Lung
MET,0.028149832,Lung
CASS4,0.254156058,Lung
CDH8,-0.016986151,Lung
HSPB1,-0.073779145,Lung
AJAP1,0.180834403,Lung
PRNP,-0.120876429,Lung
PEAK1,0.330835348,Lung
LPXN,0.257016677,Lung
LIMS2,0.21644897,Lung
LIMS1,-0.098772306,Lung
ARHGEF2,0.323340636,Lung
CDH2,-0.00506734,Lung
ACTB,-0.157048976,Lung
STARD13,0.184716138,Lung
JUP,-0.118952996,Lung
CTNND2,0.153318616,Lung
CTNND1,0.109426316,Lung
TESK1,0.097800341,Lung
TRPM7,0.21737896,Lung
LIMK1,0.002000581,Lung
FER,0.259538539,Lung
MAPK8IP3,0.537536433,Lung
DLG1,-0.039166583,Lung
SPTLC1,-0.188421142,Lung
KCNH2,0.047494927,Lung
CIB2,-0.192135273,Lung
CIB1,-0.050123737,Lung
PTPN2,0.138677946,Lung
PTPN1,0.083711466,Lung
PTPN6,0.275240389,Lung
OSTF1,-0.117253867,Lung
DLG5,0.08719665,Lung
INPP5D,0.362041515,Lung
PXN,0.046621192,Lung
THY1,-0.059508999,Lung
MMP14,-0.13906789,Lung
HRAS,-0.109646205,Lung
FLNB,0.151733742,Lung
CDH22,0.021317395,Lung
LPP,0.238704192,Lung
PSEN1,-0.055407306,Lung
NUMB,0.263920062,Lung
HAX1,-0.247008118,Lung
GIT1,-0.033704657,Lung
GIT2,0.353500701,Lung
DEF6,0.264818154,Lung
RHOU,0.208137957,Lung
RHOA,-0.087738291,Lung
CTTN,0.204033227,Lung
ENG,0.161680144,Lung
TLN1,0.20879274,Lung
SDC1,-0.005594402,Lung
SDC4,0.099360992,Lung
EXOC3,0.040265904,Lung
ANK3,0.241072296,Lung
SSH1,0.208784559,Lung
RAVER1,-0.016634528,Lung
CBL,0.243951459,Lung
NCK2,-0.019282319,Lung
MPP7,0.054639643,Lung
CORO2A,0.073539986,Lung
CSNK2A1,-0.185947591,Lung
ITGB1BP1,-0.236024951,Lung
RAC1,-0.191286866,Lung
VCL,-0.017855509,Lung
ILKAP,0.117660784,Lung
DBN1,-0.111162269,Lung
ZFYVE21,0.00337293,Lung
PTK2,0.049220805,Lung
ITGB3BP,-0.100076962,Lung
FBLIM1,-0.04523316,Lung
RNF5,-0.244777644,Lung
ACTR3,-0.261277557,Lung
NUDT16L1,-0.01158468,Lung
NISCH,0.512344558,Lung
CRK,-0.08952318,Lung
CSNK1E,0.067650185,Lung
SRC,0.053444868,Lung
TNS1,0.313108005,Lung
TJP2,0.178169248,Lung
TJP1,0.253273202,Lung
SLC3A2,-0.18954806,Lung
FSCN1,-0.271700002,Lung
CD151,0.087453034,Lung
IRS1,-0.012001641,Lung
TRPV4,0.013800304,Lung
SDCBP,-0.004815489,Lung
ARHGEF12,0.300832807,Lung
MYOM1,0.258632774,Lung
CORO1B,-0.061665568,Lung
WASF2,-0.034399159,Lung
CTNNB1,-0.051149236,Lung
FABP3,0.035730572,Lung
MACF1,0.38969291,Lung
MSN,0.035944247,Lung
CDC42,-0.15238342,Lung
TRIO,0.20548742,Lung
SLC16A3,-0.069886791,Lung
ARHGAP32,0.198719028,Lung
ARHGAP35,0.128020077,Lung
TES,-0.023482299,Lung
MARCKS,-0.140744271,Lung
LMO7,0.26090527,Lung
NME1,-0.330370468,Lung
EPB41,0.358361596,Lung
TIAM1,0.117926306,Lung
PDZD2,0.271856728,Lung
NF2,0.000761784,Lung
LASP1,0.027962492,Lung
TRPC4,0.01016239,Lung
DYNC1H1,0.145712814,Lung
LIMA1,0.011455612,Lung
CASP3,-0.072494862,Lung
CASP8,0.239848949,Lung
AKT1,0.10001018,Lung
PKP4,0.017954623,Lung
ELMO1,0.212345614,Lung
SMPX,0.089889352,Lung
ANKRD28,0.240794368,Lung
PLCG1,0.354876335,Lung
INPPL1,0.356792588,Lung
EGFR,0.033284246,Lung
ARHGEF6,0.33726441,Lung
ARHGEF7,0.35990069,Lung
CDH9,0.272307054,Lung
CDH1,0.060224269,Lung
CDH3,-0.152657118,Lung
CDH5,0.202750502,Lung
CDH4,0.153443905,Lung
CDH7,0.012191266,Lung
CDH6,0.171526905,Lung
RACGAP1,-0.307479245,Lung
KEAP1,-0.158278031,Lung
NEXN,0.181578181,Lung
ENAH,-0.015127814,Lung
ECT2,-0.226641961,Lung
PLEC,0.123989289,Lung
MYO7A,0.269908438,Lung
CSRP1,0.046731608,Lung
BCAR1,0.035264344,Lung
BCAR3,-0.051842644,Lung
DNM2,0.244134834,Lung
CFL1,-0.283639365,Lung
PLAUR,-0.07257909,Lung
AKAP5,0.189887388,Lung
SHC1,-0.039420337,Lung
PTEN,0.068624773,Lung
KTN1,0.070114959,Lung
PTPRU,0.169149989,Lung
PTPRT,0.128233646,Lung
PTPRF,0.034932461,Lung
PTPRA,0.005179716,Lung
PTPRO,0.160831595,Lung
PTPRM,0.339134279,Lung
PTPRK,-0.048093392,Lung
PTPRJ,0.243323323,Lung
PTPRH,-0.023778788,Lung
VIM,0.066054127,Lung
RDX,-0.077023494,Lung
WASL,-0.004281024,Lung
PIK3CA,-9.17E-05,Lung
ARF1,-0.148197603,Lung
ARF6,-0.077171209,Lung
CLIP1,0.20571796,Lung
CD47,0.21026069,Lung
PAK1,-0.063304844,Lung
FYN,0.143613514,Lung
ARHGAP5,0.036568664,Lung
GRB2,-0.023960907,Lung
GRB7,0.066924039,Lung
ACP1,-0.173094733,Lung
PRKCA,0.203083459,Lung
PRKCD,0.239809675,Lung
SYK,0.190953278,Lung
ILK,-0.018637072,Lung
PLEKHA7,0.331877543,Lung
MYH10,0.198433607,Lung
CGNL1,0.377779761,Lung
SLC9A1,0.153642243,Lung
MYO6,0.26806444,Lung
PABPC1,-0.130569191,Lung
DLC1,0.257452788,Lung
SH2B1,0.492564139,Lung
WIPF2,0.11855624,Lung
PPM1F,0.1611025,Lung
PPM1M,0.245315709,Lung
ZYX,0.00986851,Lung
PPP2CA,-0.075358296,Lung
ARPC2,-0.225846859,Lung
ARHGAP12,0.185712877,Lung
PALLD,-0.059236452,Lung
PDPK1,0.3296823,Lung
PTK2B,0.299529722,Lung
IQGAP1,0.107088976,Lung
RNF185,-0.120006357,Lung
PARVA,0.089734183,Lung
TRIOBP,0.191564968,Lung
CSK,0.079865884,Lung
SH3BP1,-0.116825285,Lung
MAGI1,0.354436698,Lung
TSPAN1,0.0654349,Lung
HSPA2,-0.029167565,Lung
SHROOM3,0.237146616,Lung
VASP,-0.09043345,Lung
CEACAM1,0.175714239,Lung
ADD1,0.237841665,Lung
LDB3,0.251142261,Lung
MYH9,0.065029868,Lung
PIP5K1C,0.142373547,Lung
CAPN2,0.241003749,Lung
CAPN1,-0.127426467,Lung
PARVB,-0.052886939,Lung
ARVCF,0.301941369,Lung
STAT3,0.18120168,Lung
PDE4D,0.180217821,Lung
CD2AP,0.104408244,Lung
ITGA8,0.041081154,Liver
ITGA9,0.059609479,Liver
ITGA1,0.236605608,Liver
ITGA2,0.046681963,Liver
ITGA3,0.110839847,Liver
ITGA4,0.171736798,Liver
ITGA5,0.144822624,Liver
ITGA6,0.05971481,Liver
ITGA7,0.081809664,Liver
ITGAX,-0.054485097,Liver
ITGAV,0.196222767,Liver
ITGAL,-0.045183266,Liver
ITGAM,-0.065644721,Liver
ITGAD,0.01254542,Liver
ITGAE,-0.078369781,Liver
PTPN12,0.207964064,Liver
PTPN11,0.400487886,Liver
PTPN14,0.110651321,Liver
SH3KBP1,-0.192309649,Liver
SORBS1,0.307243237,Liver
SORBS3,-0.036037124,Liver
SORBS2,0.324380412,Liver
ADAM10,0.244139455,Liver
ADAM12,0.058091155,Liver
NDEL1,0.210408465,Liver
ABI2,0.354732925,Liver
ABI3,-0.226226318,Liver
ABI1,0.177035208,Liver
SRCIN1,0.164410292,Liver
RASA1,0.259341203,Liver
ACTN4,0.007981798,Liver
EZR,0.014902338,Liver
SIPA1L3,0.244695461,Liver
PPFIA1,0.417682433,Liver
RAPGEF1,0.189370036,Liver
RAPGEF2,0.316849374,Liver
TUBA1B,0.084013665,Liver
CALR,-0.164680679,Liver
PFN1,-0.269965192,Liver
SSX2IP,0.198827905,Liver
CYTH2,-0.011966799,Liver
CDH20,0.132317811,Liver
CDH24,0.169816824,Liver
FAT1,0.195430192,Liver
SOS1,0.301545536,Liver
CBLL1,0.424829854,Liver
KRIT1,0.499151243,Liver
SCRIB,0.031346867,Liver
LYN,0.06172775,Liver
VAV1,-0.140950052,Liver
VAV3,0.123750204,Liver
VAV2,0.120731005,Liver
FERMT2,0.24056727,Liver
FERMT3,-0.137690103,Liver
FERMT1,-0.036971394,Liver
CRKL,0.340288245,Liver
NRP1,-0.035071218,Liver
NRP2,-0.026544,Liver
AGAP2,-0.022841257,Liver
ROCK1,0.319648784,Liver
PLD1,0.235068458,Liver
DOCK1,0.285600419,Liver
ITGB1,0.213361484,Liver
ITGB3,0.230566209,Liver
ITGB2,-0.188308425,Liver
ITGB5,-0.082915685,Liver
ITGB4,0.159749407,Liver
ITGB7,0.073602445,Liver
ITGB6,-0.083373465,Liver
ITGB8,0.185356544,Liver
ITGA10,0.203154158,Liver
ITGA11,0.067683135,Liver
LRP1,-0.1269101,Liver
SIRPA,0.180463358,Liver
TGFB1I1,0.011298081,Liver
SHARPIN,-0.247073151,Liver
CAPZA1,0.061224077,Liver
LIN7A,-0.023976845,Liver
PVR,0.03322301,Liver
MAPK1,0.279126004,Liver
MAPK8,0.343445166,Liver
NEDD9,0.096942003,Liver
DIAPH1,0.169606392,Liver
PARD3,-0.064396192,Liver
CDH11,0.099935296,Liver
CDH10,0.081492916,Liver
CDH12,0.049095573,Liver
CDH15,-0.218071629,Liver
CDH19,-0.014969731,Liver
CDH18,0.028153135,Liver
ABL1,0.288442152,Liver
VEZT,0.382930989,Liver
ADAM9,0.087599992,Liver
PRKD1,0.155935015,Liver
LAYN,-0.050786373,Liver
HEG1,0.195791778,Liver
FHL2,0.04079695,Liver
FLNA,0.097879916,Liver
CTNNA1,0.055947183,Liver
CTNNA2,-0.094662856,Liver
CTNNA3,0.192098757,Liver
SYNM,0.202913195,Liver
GAB1,0.179390663,Liver
ASAP2,0.33751564,Liver
ASAP3,-0.003452422,Liver
ARHGAP21,0.331780714,Liver
ARHGAP26,0.274330533,Liver
ARHGAP24,0.123289114,Liver
PKD1,0.36979915,Liver
PRKACA,0.068971824,Liver
GNA12,0.101140623,Liver
RAP1A,-0.037141393,Liver
INSR,0.055884796,Liver
SPTBN1,0.326962669,Liver
ACTN1,-0.023942137,Liver
TRIP6,0.078619161,Liver
CAV1,0.108564208,Liver
SVIL,0.148274362,Liver
MET,0.137364237,Liver
CASS4,0.073147517,Liver
CDH8,0.030775398,Liver
HSPB1,-0.203052639,Liver
AJAP1,0.11628684,Liver
PRNP,-0.143537736,Liver
PEAK1,0.356204143,Liver
LPXN,-0.002052745,Liver
LIMS2,0.030573431,Liver
LIMS1,0.08186188,Liver
ARHGEF2,0.005100601,Liver
CDH2,0.22416645,Liver
ACTB,-0.208250437,Liver
STARD13,0.171541886,Liver
JUP,-0.032126355,Liver
CTNND2,0.255039334,Liver
CTNND1,0.311095556,Liver
TESK1,0.01585968,Liver
TRPM7,0.36590512,Liver
LIMK1,-0.034299927,Liver
FER,0.24011242,Liver
MAPK8IP3,0.368190438,Liver
DLG1,0.323501033,Liver
SPTLC1,0.282931687,Liver
KCNH2,-0.027682098,Liver
CIB2,-0.040486194,Liver
CIB1,-0.252366136,Liver
PTPN2,0.10196336,Liver
PTPN1,0.083170206,Liver
PTPN6,-0.206149823,Liver
OSTF1,0.008165873,Liver
DLG5,0.19701945,Liver
INPP5D,-0.050070634,Liver
PXN,0.145039106,Liver
THY1,-0.092023315,Liver
MMP14,0.053325517,Liver
HRAS,-0.111797995,Liver
FLNB,-0.023473043,Liver
CDH22,-0.00587336,Liver
LPP,0.313593318,Liver
PSEN1,0.0352787,Liver
NUMB,0.322469701,Liver
HAX1,-0.106178596,Liver
GIT1,0.037245956,Liver
GIT2,0.339848305,Liver
DEF6,-0.097833174,Liver
RHOU,0.11992034,Liver
RHOA,-0.089443004,Liver
CTTN,0.020830343,Liver
ENG,-0.054083685,Liver
TLN1,0.211147298,Liver
SDC1,-0.013607072,Liver
SDC4,-0.037182104,Liver
EXOC3,-0.089618729,Liver
ANK3,0.222763177,Liver
SSH1,0.39160669,Liver
RAVER1,0.278786454,Liver
CBL,0.342548934,Liver
NCK2,0.143974704,Liver
MPP7,-0.019502336,Liver
CORO2A,0.041134768,Liver
CSNK2A1,0.047749628,Liver
ITGB1BP1,0.02180831,Liver
RAC1,-0.169462888,Liver
VCL,0.315301527,Liver
ILKAP,-0.10532251,Liver
DBN1,-0.084956174,Liver
ZFYVE21,-0.098373289,Liver
PTK2,0.016125482,Liver
ITGB3BP,0.054707474,Liver
FBLIM1,0.08596512,Liver
RNF5,-0.222613709,Liver
ACTR3,0.15210916,Liver
NUDT16L1,-0.270522196,Liver
NISCH,0.074475249,Liver
CRK,0.140129882,Liver
CSNK1E,0.043275484,Liver
SRC,-0.055527285,Liver
TNS1,0.260168091,Liver
TJP2,0.229483195,Liver
TJP1,0.328026749,Liver
SLC3A2,-0.109492494,Liver
FSCN1,-0.06414543,Liver
CD151,-0.023061187,Liver
IRS1,0.026324824,Liver
TRPV4,0.083947987,Liver
SDCBP,0.054875631,Liver
ARHGEF12,0.282328549,Liver
MYOM1,0.033698959,Liver
CORO1B,-0.11047124,Liver
WASF2,0.008556371,Liver
CTNNB1,0.028173548,Liver
FABP3,-0.049251163,Liver
MACF1,0.305343289,Liver
MSN,0.044918562,Liver
CDC42,-0.029815691,Liver
TRIO,0.374203266,Liver
SLC16A3,-0.070074956,Liver
ARHGAP32,0.268933637,Liver
ARHGAP35,0.085251205,Liver
TES,0.168656093,Liver
MARCKS,-0.066158957,Liver
LMO7,0.29008329,Liver
NME1,-0.178301459,Liver
EPB41,0.178539013,Liver
TIAM1,0.020240525,Liver
PDZD2,0.38436359,Liver
